0.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-1.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-2.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-3.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-4.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-5.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-6.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-7.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-8.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-9.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-10.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-11.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-12.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-13.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-14.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-15.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-16.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-17.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-18.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-19.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-20.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-21.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-22.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-23.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-24.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-25.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-26.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-27.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-28.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-29.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-30.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-31.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-32.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-33.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-34.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-35.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-36.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-37.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-38.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-39.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-40.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-41.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-42.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-43.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-44.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-45.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-46.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-47.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-48.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
-49.000000 	 3.950000 	 0.980000 	 0.200000 	 0.200000 	 12.000000 	 0.200000
